Number,Tree,TreeNo,TreeSpecies,PlotNo,Sesh,Occ,SeshOcc,Occ2,Date,Date2,SeshMonth,SeshMonth2,SpeciesCode,Status,Mark,Sex,AgeSex,AgeSex2,SVL,Mass,Location,Cell,Color,Notes,Perch,TL,Date2,Capture_Int1
3822,DP7,11,Dipteryx panamensis,7,F,3,F3,17,20-Aug-14,41871,Aug,8,NORLIM,new,"LF3,RF3",J,J,,19.5,,11SE,C11,,,,,41871,
3823,DP7,11,Dipteryx panamensis,7,F,3,F3,17,20-Aug-14,41871,Aug,8,CRABRA,,,AD,AD,,,,21SE,C21,M1,esc,,,41871,
3824,DP7,11,Dipteryx panamensis,7,F,3,F3,17,20-Aug-14,41871,Aug,8,CRABRA,new,"LF23,RF4,RH5-M",M,M,JM,16.5,0.4,17SE,C17,M1,,,,41871,0
3825,DP7,11,Dipteryx panamensis,7,F,3,F3,17,20-Aug-14,41871,Aug,8,CRABRA,,,J,J,J,10.5,,8SE,C8,U1,,,,41871,
3826,DP7,11,Dipteryx panamensis,7,F,3,F3,17,20-Aug-14,41871,Aug,8,CRABRA,,,J,J,J,,,18SE,C18,M1,esc,,,41871,
3827,CE5,13,Castilla elastica,5,F,3,F3,17,20-Aug-14,41871,Aug,8,CRABRA,,,J,J,J,,,4SE,C4,U1,esc,,,41871,
3828,CE5,13,Castilla elastica,5,F,3,F3,17,20-Aug-14,41871,Aug,8,CRABRA,new,"LF3,LH4",JF,JF,J,12,,9SW,C9,M1,,,,41871,0
3829,CE5,13,Castilla elastica,5,F,3,F3,17,20-Aug-14,41871,Aug,8,CRABRA,recap,"LF34,LH5",M,M,M,20.5,0.75,19NE,C19,M1,,,,41871,72
3830,CE5,13,Castilla elastica,5,F,3,F3,17,20-Aug-14,41871,Aug,8,NORLIM,,,J,J,,,,5NW,C5,,esc,,,41871,
3831,CE5,13,Castilla elastica,5,F,3,F3,17,20-Aug-14,41871,Aug,8,DIADIA,,,J,J,,,,5NW,C5,,esc,,,41871,
3832,CE5,13,Castilla elastica,5,F,3,F3,17,20-Aug-14,41871,Aug,8,CRABRA,,,J,J,J,,,2NE,C2,U1,esc,,,41871,
3833,CE5,13,Castilla elastica,5,F,3,F3,17,20-Aug-14,41871,Aug,8,OOPPUM,recap,RF23,F,F,F,21,0.7,2NW,C2,,,,,41871,165
3834,CE5,13,Castilla elastica,5,F,3,F3,17,20-Aug-14,41871,Aug,8,SPHCHE,,,AD,AD,,,,12SW,C12,,esc,,,41871,
3835,CE5,13,Castilla elastica,5,F,3,F3,17,20-Aug-14,41871,Aug,8,OOPPUM,recap,LF3,F,F,F,21.5,0.7,11SE,C11,,,,,41871,184
3836,CE5,13,Castilla elastica,5,F,3,F3,17,20-Aug-14,41871,Aug,8,OOPPUM,recap,"LF4,RF24",M,M,M,21,0.65,11SE,C11,,,,,41871,98
3837,CE5,13,Castilla elastica,5,F,3,F3,17,20-Aug-14,41871,Aug,8,CRAMEG,recap,"LF2,RH4",F,F,,,,17SE,C17,GREY,,,,41871,
3838,CE5,13,Castilla elastica,5,F,3,F3,17,20-Aug-14,41871,Aug,8,OOPPUM,recap,"LF2,RF1",F,F,F,21,,3SE,C3,,,,,41871,184
3839,CE5,13,Castilla elastica,5,F,3,F3,17,20-Aug-14,41871,Aug,8,OOPPUM,recap,"LF3,RF4",F,F,F,21,0.75,8NE,C8,,,,,41871,98
3840,CE5,13,Castilla elastica,5,F,3,F3,17,20-Aug-14,41871,Aug,8,NORHUM,recap,"LF1,RF14",M,M,,33.5,1.1,8NW,C8,,,,,41871,
3841,DP5,9,Dipteryx panamensis,5,F,1,F1,15,22-Aug-14,41873,Aug,8,CRABRA,,,AD,AD,,,,2SW,C2,M1D2,esc,,,41873,
3842,DP5,9,Dipteryx panamensis,5,F,1,F1,15,22-Aug-14,41873,Aug,8,CRAMEG,new,"LF1,RF13",F,F,,30,2.4,2SE,C2,BLACK,,,,41873,
3843,DP5,9,Dipteryx panamensis,5,F,1,F1,15,22-Aug-14,41873,Aug,8,CRAFIT,,,J,J,,,,8NE,C8,,esc,,,41873,
3844,DP5,9,Dipteryx panamensis,5,F,1,F1,15,22-Aug-14,41873,Aug,8,CRABRA,new,"LF34,RF3,RH5",M,M,M,18,0.55,8NE,C8,L,Phyllobates,,,41873,0
3845,DP5,9,Dipteryx panamensis,5,F,1,F1,15,22-Aug-14,41873,Aug,8,CRAMEG,recap,"LF4,RF13",,,,26.5,1.8,6SE,C6,BLACK,,,,41873,
3846,DP5,9,Dipteryx panamensis,5,F,1,F1,15,22-Aug-14,41873,Aug,8,ctenid,,,F,F,,1,,3NW,C3,,,,,41873,
3847,DP5,9,Dipteryx panamensis,5,F,1,F1,15,22-Aug-14,41873,Aug,8,CRABRA,new,"LF23,RF3,RH5",M,M,JM,14,0.3,4NE,C4,M4,,,,41873,0
3848,DP5,9,Dipteryx panamensis,5,F,1,F1,15,22-Aug-14,41873,Aug,8,CRABRA,recap,"LF2,RF24,LH5",M,M,M,19,0.55,16NW,C16,M1,,,,41873,64
3849,DP5,9,Dipteryx panamensis,5,F,1,F1,15,22-Aug-14,41873,Aug,8,CRABRA,new,"LF24,RF3,RH5",M,M,M,19,0.6,16NE,C16,M4,,,,41873,0
3850,DP5,9,Dipteryx panamensis,5,F,1,F1,15,22-Aug-14,41873,Aug,8,CRAMIM,new,RF23,M?,M?,,26,1.3,3NW,C3,,,,,41873,
3851,DP5,9,Dipteryx panamensis,5,F,1,F1,15,22-Aug-14,41873,Aug,8,OOPPUM,,,J,J,,,,18SE,C18,,esc,,,41873,
3852,DP5,9,Dipteryx panamensis,5,F,1,F1,15,22-Aug-14,41873,Aug,8,ctenid,,,F,F,,1,,14NE,C14,,,,,41873,
3853,DP5,9,Dipteryx panamensis,5,F,1,F1,15,22-Aug-14,41873,Aug,8,CRAMEG,new,"LF24,RF2",M,M,,18.5,0.55,20SW,C20,BLACK,,,,41873,
3854,DP6,10,Dipteryx panamensis,6,F,1,F1,15,22-Aug-14,41873,Aug,8,CRABRA,new,"LF4,RF4,LH4,RH4",M,M,JM,14,0.3,7SE,C7,U1,,,,41873,0
3855,DP6,10,Dipteryx panamensis,6,F,1,F1,15,22-Aug-14,41873,Aug,8,RHAHAE,,,AD,AD,,,,3SW,C3,,esc,,,41873,
3856,DP6,10,Dipteryx panamensis,6,F,1,F1,15,22-Aug-14,41873,Aug,8,CRABRA,new,"LF24,RF4,RH5",M,M,JM,14.5,0.3,4NE,C4,L,,,,41873,0
3857,DP6,10,Dipteryx panamensis,6,F,1,F1,15,22-Aug-14,41873,Aug,8,CRABRA,,,J,J,J,,,4NE,C4,M1,esc,,,41873,
3858,DP6,10,Dipteryx panamensis,6,F,1,F1,15,22-Aug-14,41873,Aug,8,CRABRA,,,J,J,J,,,5NE,C5,M1,esc,,,41873,
3859,DP6,10,Dipteryx panamensis,6,F,1,F1,15,22-Aug-14,41873,Aug,8,CRABRA,,,J,J,J,10,,10SW,C10,L,,,,41873,
3860,DP6,10,Dipteryx panamensis,6,F,1,F1,15,22-Aug-14,41873,Aug,8,CRAMEG,new,"LF34,RF4",F,F,,15,0.3,9NE,C9,BLACK,,,,41873,
3861,DP6,10,Dipteryx panamensis,6,F,1,F1,15,22-Aug-14,41873,Aug,8,CRABRA,,,AD,AD,,,,11NW,C11,M1,esc,,,41873,
3862,DP6,10,Dipteryx panamensis,6,F,1,F1,15,22-Aug-14,41873,Aug,8,CRABRA,new,"LF2,LH4,RH4",M,M,M,19,0.55,12SE,C12,M4D1,,,,41873,0
3863,DP6,10,Dipteryx panamensis,6,F,1,F1,15,22-Aug-14,41873,Aug,8,CRABRA,,,AD,AD,,,,13SW,C13,M1,esc,,,41873,
3864,DP6,10,Dipteryx panamensis,6,F,1,F1,15,22-Aug-14,41873,Aug,8,CRABRA,recap,"LF23,RF2,LH4",M,M,M,20,0.7,18NE,C18,U1,,,,41873,88
3865,DP6,10,Dipteryx panamensis,6,F,1,F1,15,22-Aug-14,41873,Aug,8,OOPPUM,recap,"LF4,RF4,LH4",J,J,J,16,0.35,16NW,C16,,,,,41873,33
3866,CE2,2,Castilla elastica,2,F,1,F1,15,22-Aug-14,41873,Aug,8,NORLIM,,,J,J,,,,5SW,C5,,esc,,,41873,
3867,CE2,2,Castilla elastica,2,F,1,F1,15,22-Aug-14,41873,Aug,8,OOPPUM,new,"LF3,RF14,RH4",F,F,F,21,0.65,20NW,C20,,,,,41873,0
3868,CE2,2,Castilla elastica,2,F,1,F1,15,22-Aug-14,41873,Aug,8,RHAHAE,new,RF4,AD,AD,,69,,6SW,C6,,,,,41873,
3869,CE2,2,Castilla elastica,2,F,1,F1,15,22-Aug-14,41873,Aug,8,CRABRA,new,"LF14,RF3,RH5",F,F,JF,15,0.4,17NE,C17,M1,,,,41873,0
3870,CE1,1,Castilla elastica,1,F,1,F1,15,22-Aug-14,41873,Aug,8,CRABRA,,,AD,AD,,,,2NW,C2,M1D2,esc,,,41873,
3871,CE1,1,Castilla elastica,1,F,1,F1,15,22-Aug-14,41873,Aug,8,CRABRA,new,"LF4,LH4,RH4",M,M,JM,16,0.4,2NW,C2,U1,,,,41873,0
3872,CE1,1,Castilla elastica,1,F,1,F1,15,22-Aug-14,41873,Aug,8,NORHUM,recap,RF34,F,F,,33,1.45,1NE,C1,BEARDED LADY,2 OVA,,,41873,
3873,CE1,1,Castilla elastica,1,F,1,F1,15,22-Aug-14,41873,Aug,8,CRABRA,new,"LF14,RF4,RH5",F,F,F,23.5,,1NE,C1,U1,,,,41873,0
3874,CE1,1,Castilla elastica,1,F,1,F1,15,22-Aug-14,41873,Aug,8,CRABRA,new,"LF12,RF4,RH5",F,F,JF,14.5,,1SW,C1,M1,,,,41873,0
3875,CE1,1,Castilla elastica,1,F,1,F1,15,22-Aug-14,41873,Aug,8,CRABRA,new,"LF13,RF4,RH5",F,F,F,25,1.5,4SW,C4,M1,GRAVID,,,41873,0
3876,CE1,1,Castilla elastica,1,F,1,F1,15,22-Aug-14,41873,Aug,8,CRAMEG,recap,"LF1,RF14",F,F,,34,4.05,6NE,C6,PINK,,,,41873,
3877,CE1,1,Castilla elastica,1,F,1,F1,15,22-Aug-14,41873,Aug,8,LEPXAN,,,AD,AD,,,,12SW,C12,,esc,,,41873,
3878,CE1,1,Castilla elastica,1,F,1,F1,15,22-Aug-14,41873,Aug,8,UNKFROG,,,,,,,,8NE,C8,,esc,,,41873,
3879,CE1,1,Castilla elastica,1,F,1,F1,15,22-Aug-14,41873,Aug,8,CRABRA,,,AD,AD,,,,13NE,C13,,esc,,,41873,
3880,CE1,1,Castilla elastica,1,F,1,F1,15,22-Aug-14,41873,Aug,8,LEPXAN,,,AD,AD,,,,13SW,C13,,esc,,,41873,
3881,CE1,1,Castilla elastica,1,F,1,F1,15,22-Aug-14,41873,Aug,8,ctenid,,,F,F,,3,,6NE,C6,,,,,41873,
3882,CE1,1,Castilla elastica,1,F,1,F1,15,22-Aug-14,41873,Aug,8,CRABRA,new,"LF3,LH4,RH4",M,M,JM,15,0.4,16SE,C16,M1D2,,,,41873,0
3883,CE1,1,Castilla elastica,1,F,1,F1,15,22-Aug-14,41873,Aug,8,CRABRA,,,AD,AD,,,,14NW,C14,M1,esc,,,41873,
3884,CE1,1,Castilla elastica,1,F,1,F1,15,22-Aug-14,41873,Aug,8,CRABRA,,,AD,AD,,,,14NE,C14,U1,esc,,,41873,
3885,CE1,1,Castilla elastica,1,F,1,F1,15,22-Aug-14,41873,Aug,8,OOPPUM,recap,"LF34,RF3",M,M,M,20.5,0.75,15NW,C15,,,,,41873,89
3886,CE1,1,Castilla elastica,1,F,1,F1,15,22-Aug-14,41873,Aug,8,OOPPUM,new,"LF2,RF13,RH4",F,F,F,20,0.7,15SE,C15,,,,,41873,0
3887,CE1,1,Castilla elastica,1,F,1,F1,15,22-Aug-14,41873,Aug,8,CRABRA,new,"LF12,RF3,RH5",F,F,F,23,1.1,17NW,C17,U1,GRAVID,,,41873,0
3888,CE1,1,Castilla elastica,1,F,1,F1,15,22-Aug-14,41873,Aug,8,CRABRA,recap,"LF13,RF34,LH4",F,F,F,23,1.2,18NE,C18,U4,GRAVID,,,41873,74
3889,CE1,1,Castilla elastica,1,F,1,F1,15,22-Aug-14,41873,Aug,8,ctenid,,,M,M,,2,,20SE,C20,,,,,41873,
3890,CE1,1,Castilla elastica,1,F,1,F1,15,22-Aug-14,41873,Aug,8,CRABRA,new,"LF4,RF4,LH4,RH4",M,M,JM,14.5,,19NE,C19,M1,,,,41873,0
3891,CE1,1,Castilla elastica,1,F,2,F2,16,23-Aug-14,41874,Aug,8,OOPPUM,new,"LF3,RF13,RH4",F,F,F,22.5,0.85,8NW,C8,,,,,41874,0
3892,CE1,1,Castilla elastica,1,F,2,F2,16,23-Aug-14,41874,Aug,8,CRABRA,new,"LF13,RF3,RH5",F,F,F,21.5,0.9,13SW,C13,M1,,,,41874,0
3893,CE1,1,Castilla elastica,1,F,2,F2,16,23-Aug-14,41874,Aug,8,RHAHAE,new,"LF4,RF3",,,,43,,13SW,C13,,,,,41874,
3894,CE1,1,Castilla elastica,1,F,2,F2,16,23-Aug-14,41874,Aug,8,CRABRA,,,AD,AD,,,,13NE,C13,U1,esc,,,41874,
3895,CE1,1,Castilla elastica,1,F,2,F2,16,23-Aug-14,41874,Aug,8,LEPFLA,new,RF34,J,J,,48,2.05,17NW,C17,,,,,41874,
3896,CE1,1,Castilla elastica,1,F,2,F2,16,23-Aug-14,41874,Aug,8,LEPXAN,new,LF5,F,F,,33,,12SW,C12,,GRAVID,,,41874,
3897,CE1,1,Castilla elastica,1,F,2,F2,16,23-Aug-14,41874,Aug,8,RHAHAE,new,"LF1,RF2",,,,58,,11SE,C11,,,,,41874,
3898,CE1,1,Castilla elastica,1,F,2,F2,16,23-Aug-14,41874,Aug,8,ctenid,,,M,M,,3,,7NE,C7,,,,,41874,
3899,CE1,1,Castilla elastica,1,F,2,F2,16,23-Aug-14,41874,Aug,8,ctenid,,,M,M,,2,,7NE,C7,,,,,41874,
3900,CE1,1,Castilla elastica,1,F,2,F2,16,23-Aug-14,41874,Aug,8,CRABRA,new,"RF3,LH4,RH4",M,M,JM,16.5,,7SW,C7,U4,,,,41874,0
3901,CE1,1,Castilla elastica,1,F,2,F2,16,23-Aug-14,41874,Aug,8,NORHUM,new,"LF3,RF35",JM,JM,,18.5,0.15,3SE,C3,,,,,41874,
3902,CE1,1,Castilla elastica,1,F,2,F2,16,23-Aug-14,41874,Aug,8,CRABRA,new,"LF1,LH4,RH4",F,F,JF,18,0.5,2SE,C2,M1,,,,41874,0
3903,CE1,1,Castilla elastica,1,F,2,F2,16,23-Aug-14,41874,Aug,8,CRABRA,recap,LF3-F,F,F,F,24,1.3,6SW,C6,M4,,,,41874,199
3904,CE1,1,Castilla elastica,1,F,2,F2,16,23-Aug-14,41874,Aug,8,CRABRA,recap,"LF14,RF4,RH5",F,F,F,24.5,1.25,6NW,C6,U4,,,,41874,1
3905,CE1,1,Castilla elastica,1,F,2,F2,16,23-Aug-14,41874,Aug,8,CRABRA,recap,"LF3,LH4,RH4",M,M,JM,15,,16SE,C16,M1D2,,,,41874,1
3906,CE1,1,Castilla elastica,1,F,2,F2,16,23-Aug-14,41874,Aug,8,ctenid,,,F,F,,2,,11NE,C11,,,,,41874,
3907,CE1,1,Castilla elastica,1,F,2,F2,16,23-Aug-14,41874,Aug,8,CRABRA,new,"RF4,LH4,RH4",M,M,JM,16,0.35,10SE,C10,U1,,,,41874,0
3908,CE1,1,Castilla elastica,1,F,2,F2,16,23-Aug-14,41874,Aug,8,SPHCHE,,,AD,AD,,,,11SW,C11,,esc,,,41874,
3909,CE1,1,Castilla elastica,1,F,2,F2,16,23-Aug-14,41874,Aug,8,CRABRA,new,"RF2,LH4,RH4",M,M,M,22,0.9,16NE,C16,U4,,,,41874,0
3910,CE1,1,Castilla elastica,1,F,2,F2,16,23-Aug-14,41874,Aug,8,CRABRA,,,J,J,J,,,16SE,C16,M1,esc,,,41874,
3911,CE1,1,Castilla elastica,1,F,2,F2,16,23-Aug-14,41874,Aug,8,DENEBR,,,J,J,,,,16NW,C16,,,,,41874,
3912,CE1,1,Castilla elastica,1,F,2,F2,16,23-Aug-14,41874,Aug,8,CRABRA,,,J,J,J,,,15NW,C15,M1,esc,,,41874,
3913,CE1,1,Castilla elastica,1,F,2,F2,16,23-Aug-14,41874,Aug,8,CRABRA,new,"RF1,LH4,RH4",F,F,F,23,1,5SW,C5,M1,,,,41874,0
3914,CE1,1,Castilla elastica,1,F,2,F2,16,23-Aug-14,41874,Aug,8,ctenid,,,M,M,,3,,5SW,C5,,,,,41874,
3915,CE1,1,Castilla elastica,1,F,2,F2,16,23-Aug-14,41874,Aug,8,CRABRA,new,"LF1,RF1,LH4,RH4",F,F,F,20.5,0.7,4NW,C4,U1,,,,41874,0
3916,CE1,1,Castilla elastica,1,F,2,F2,16,23-Aug-14,41874,Aug,8,CRABRA,recap,"LF4,RF24,LH4",M,M,M,20,0.75,14SW,C14,L,,,,41874,91
3917,CE2,2,Castilla elastica,2,F,2,F2,16,23-Aug-14,41874,Aug,8,CRABRA,,,AD,AD,,,,18SE,C18,M1D2,esc,,,41874,
3918,CE2,2,Castilla elastica,2,F,2,F2,16,23-Aug-14,41874,Aug,8,CRABRA,recap,"LF14,RF3,RH5",F,F,JF,15,,17NE,C17,M1,,,,41874,1
3919,CE2,2,Castilla elastica,2,F,2,F2,16,23-Aug-14,41874,Aug,8,CRABRA,,,J,J,J,,,12NE,C12,,esc,,,41874,
3920,CE2,2,Castilla elastica,2,F,2,F2,16,23-Aug-14,41874,Aug,8,CRABRA,new,"LF2,LH4,RH4",M,M,JM,16.5,0.4,12NE,C12,M1,,,,41874,0
3921,CE2,2,Castilla elastica,2,F,2,F2,16,23-Aug-14,41874,Aug,8,ctenid,,,F,F,,1,,15NE,C15,,,,,41874,
3922,CE2,2,Castilla elastica,2,F,2,F2,16,23-Aug-14,41874,Aug,8,NORHUM,new,"LF3,RF34",M,M,,31.5,0.8,15SE,C15,,,,,41874,
3923,CE2,2,Castilla elastica,2,F,2,F2,16,23-Aug-14,41874,Aug,8,RHAHAE,,,AD,AD,,65,,4NW,C4,,esc,,,41874,
3924,CE2,2,Castilla elastica,2,F,2,F2,16,23-Aug-14,41874,Aug,8,NORHUM,recap,LF2,M,M,,31.5,0.9,4NW,C4,,,,,41874,
3925,CE2,2,Castilla elastica,2,F,2,F2,16,23-Aug-14,41874,Aug,8,CRABRA,new,"LF1,RF4,LH4,RH4",F,F,JF,17,0.45,9NE,C9,U1,,,,41874,0
3926,DP6,10,Dipteryx panamensis,6,F,2,F2,16,23-Aug-14,41874,Aug,8,CRABRA,new,"LF4,LH4,RH4-A",M,M,JM,13.5,0.25,4SE,C4,L,,,,41874,0
3927,DP6,10,Dipteryx panamensis,6,F,2,F2,16,23-Aug-14,41874,Aug,8,CRAMEG,new,"LF34,RF3",M,M,,15.5,,9NW,C9,TAN,,,,41874,
3928,DP6,10,Dipteryx panamensis,6,F,2,F2,16,23-Aug-14,41874,Aug,8,OOPPUM,recap,"LF4,RF4,LH4",J,J,J,16,,19SE,C19,,,,,41874,34
3929,DP6,10,Dipteryx panamensis,6,F,2,F2,16,23-Aug-14,41874,Aug,8,UNKFROG,,,,,,,,20NE,C20,,esc,,,41874,
3930,DP6,10,Dipteryx panamensis,6,F,2,F2,16,23-Aug-14,41874,Aug,8,CRABRA,new,"LF1,RF2,LH4",F,F,F,25.5,1.45,21SW,C21,M4,,,,41874,0
3931,DP5,9,Dipteryx panamensis,5,F,2,F2,16,24-Aug-14,41875,Aug,8,CRABRA,recap,"RF14,RH5",F,F,JF,18.5,0.6,20NE,C20,M4,,,,41875,31
3932,DP5,9,Dipteryx panamensis,5,F,2,F2,16,24-Aug-14,41875,Aug,8,CRABRA,,,J,J,J,,,19SW,C19,U4,esc,,,41875,
3933,DP5,9,Dipteryx panamensis,5,F,2,F2,16,24-Aug-14,41875,Aug,8,CRABRA,new,"LF34,LH4,RH4",J,J,J,12.5,,14NE,C14,U1,,,,41875,0
3934,DP5,9,Dipteryx panamensis,5,F,2,F2,16,24-Aug-14,41875,Aug,8,CRAFIT,,,AD,AD,,,,16SW,C16,,esc,,,41875,
3935,DP5,9,Dipteryx panamensis,5,F,2,F2,16,24-Aug-14,41875,Aug,8,NORLIM,recap,LF1,F,F,,40,1.3,16NW,C16,,PAIR,,,41875,
3936,DP5,9,Dipteryx panamensis,5,F,2,F2,16,24-Aug-14,41875,Aug,8,NORLIM,new,"LF2,RF4",M,M,,40,1.3,16NW,C16,,PAIR,,,41875,
3937,DP5,9,Dipteryx panamensis,5,F,2,F2,16,24-Aug-14,41875,Aug,8,NORLIM,recap,"LF1,RF3",M,M,,31.5,0.6,11NE,C11,,,,,41875,
3938,DP5,9,Dipteryx panamensis,5,F,2,F2,16,24-Aug-14,41875,Aug,8,ctenid,,,F,F,,1,,17SE,C17,,,,,41875,
3939,DP5,9,Dipteryx panamensis,5,F,2,F2,16,24-Aug-14,41875,Aug,8,NORLIM,new,"LF3,RF5",J,J,,22,0.25,18SE,C18,,,,,41875,
3940,DP5,9,Dipteryx panamensis,5,F,2,F2,16,24-Aug-14,41875,Aug,8,CRABRA,,,AD,AD,,,,18SW,C18,U1,esc,,,41875,
3941,DP5,9,Dipteryx panamensis,5,F,2,F2,16,24-Aug-14,41875,Aug,8,CRABRA,new,"LF12,LH4,RH4",F,F,J,13.2,0.2,13SE,C13,M1,,,,41875,0
3942,DP5,9,Dipteryx panamensis,5,F,2,F2,16,24-Aug-14,41875,Aug,8,CRABRA,new,"LF13,LH4,RH4",F,F,JF,17.5,0.5,12NW,C12,M4,,,,41875,0
3943,DP5,9,Dipteryx panamensis,5,F,2,F2,16,24-Aug-14,41875,Aug,8,OOPPUM,,,AD,AD,,,,9NW,C9,,esc,,,41875,
3944,DP5,9,Dipteryx panamensis,5,F,2,F2,16,24-Aug-14,41875,Aug,8,CRABRA,new,"LF4,RF1,LH4,RH4",F,F,F,23,1.1,10SE,C10,M4,,,,41875,0
3945,DP5,9,Dipteryx panamensis,5,F,2,F2,16,24-Aug-14,41875,Aug,8,CRABRA,,,AD,AD,,,,5NE,C5,L,esc; Phyllobates,,,41875,
3946,DP5,9,Dipteryx panamensis,5,F,2,F2,16,24-Aug-14,41875,Aug,8,CRAMEG,recap,"LF4,RF13",F,F,,26,1.75,2NE,C2,GREY,,,,41875,
3947,DP5,9,Dipteryx panamensis,5,F,2,F2,16,24-Aug-14,41875,Aug,8,CRABRA,new,"LF4,RF4,LH4,RH4",M,M,JM,15,0.35,7NW,C7,M1,,,,41875,0
3948,DP5,9,Dipteryx panamensis,5,F,2,F2,16,24-Aug-14,41875,Aug,8,CRAFIT,,,J,J,,,,7NE,C7,,esc,,,41875,
3949,DP5,9,Dipteryx panamensis,5,F,2,F2,16,24-Aug-14,41875,Aug,8,PRICER,new,RF34,J,J,,15.5,,8NE,C8,,,,,41875,
3950,DP5,9,Dipteryx panamensis,5,F,2,F2,16,24-Aug-14,41875,Aug,8,CRABRA,recap,"LF34,RF3,RH5",M,M,M,,,8NE,C8,L,,,,41875,2
3951,DP5,9,Dipteryx panamensis,5,F,2,F2,16,24-Aug-14,41875,Aug,8,CRAFIT,,,J,J,,9.5,,8SE,C8,,,,,41875,
3952,DP5,9,Dipteryx panamensis,5,F,2,F2,16,24-Aug-14,41875,Aug,8,PRICER,new,RF24,AD,AD,,19,,8SW,C8,,,,,41875,
3953,DP5,9,Dipteryx panamensis,5,F,2,F2,16,24-Aug-14,41875,Aug,8,CRAMEG,recap,"LF1,RF13",F,F,,31,2.5,2SE,C2,GREY,,,,41875,
3954,DP5,9,Dipteryx panamensis,5,F,2,F2,16,24-Aug-14,41875,Aug,8,ctenid,,,F,F,,1,,1SE,C1,,,,,41875,
3955,DP6,10,Dipteryx panamensis,6,F,3,F3,17,24-Aug-14,41875,Aug,8,DIADIA,new,LF12,,,,19,,19SE,C19,,,,,41875,
3956,DP6,10,Dipteryx panamensis,6,F,3,F3,17,24-Aug-14,41875,Aug,8,CRAMEG,new,"LF34,RF1",J,J,,14.5,0.4,4SW,C4,WHITE,,,,41875,
3957,DP6,10,Dipteryx panamensis,6,F,3,F3,17,24-Aug-14,41875,Aug,8,CRABRA,,,J,J,J,,,4SW,C4,M1,esc,,,41875,
3958,DP6,10,Dipteryx panamensis,6,F,3,F3,17,24-Aug-14,41875,Aug,8,CRABRA,new,"LF2,RF2,LH4,RH4",M,M,M,21.5,1,3SW,C3,U1,,,,41875,0
3959,CE2,2,Castilla elastica,2,F,3,F3,17,24-Aug-14,41875,Aug,8,NORHUM,,,AD,AD,,,,11NE,C11,,esc,,,41875,
3960,CE2,2,Castilla elastica,2,F,3,F3,17,24-Aug-14,41875,Aug,8,ctenid,,,F,F,,2,,17NW,C17,,,,,41875,
3961,CE2,2,Castilla elastica,2,F,3,F3,17,24-Aug-14,41875,Aug,8,CRABRA,new,"LF1,RF3,LH4,RH4",F,F,J,13,,17SE,C17,M1,,,,41875,0
3962,CE2,2,Castilla elastica,2,F,3,F3,17,24-Aug-14,41875,Aug,8,OOPPUM,recap,RF34,F,F,F,21.5,0.75,16NW,C16,,,,,41875,170
3963,DP5,9,Dipteryx panamensis,5,F,3,F3,17,25-Aug-14,41876,Aug,8,CRABRA,new,"LF3,RF3,LH4,RH4",J,J,J,12.5,0.22,4SE,C4,M1D2,,,,41876,0
3964,DP5,9,Dipteryx panamensis,5,F,3,F3,17,25-Aug-14,41876,Aug,8,CRABRA,,,J,J,J,11.5,,4NW,C4,M1,,,,41876,
3965,DP5,9,Dipteryx panamensis,5,F,3,F3,17,25-Aug-14,41876,Aug,8,CRABRA,,,AD,AD,,,,15NW,C15,U1,esc,,,41876,
3966,DP5,9,Dipteryx panamensis,5,F,3,F3,17,25-Aug-14,41876,Aug,8,OOPPUM,recap,"LF14,RF2",F,F,F,21,0.75,19SW,C19,,,,,41876,95
3967,DP5,9,Dipteryx panamensis,5,F,3,F3,17,25-Aug-14,41876,Aug,8,CRAFIT,,,J,J,,11.5,,19NW,C19,,,,,41876,
3968,DP5,9,Dipteryx panamensis,5,F,3,F3,17,25-Aug-14,41876,Aug,8,ctenid,,,F,F,,1,,15NE,C15,,,,,41876,
3969,DP5,9,Dipteryx panamensis,5,F,3,F3,17,25-Aug-14,41876,Aug,8,RHAHAE,,,AD,AD,,,,10SW,C10,,esc,,,41876,
3970,DP5,9,Dipteryx panamensis,5,F,3,F3,17,25-Aug-14,41876,Aug,8,CRABRA,recap,"LF2,RF14,LH5",F,F,F,20.5,0.8,6SW,C6,U1,,,,41876,66
3971,DP5,9,Dipteryx panamensis,5,F,3,F3,17,25-Aug-14,41876,Aug,8,CRABRA,,,AD,AD,,,,6SE,C6,U1,esc,,,41876,
3972,DP5,9,Dipteryx panamensis,5,F,3,F3,17,25-Aug-14,41876,Aug,8,OOPPUM,recap,RF3,M,M,M,20.5,0.75,7NE,C7,,,,,41876,32
3973,DP5,9,Dipteryx panamensis,5,F,3,F3,17,25-Aug-14,41876,Aug,8,NORLIM,new,"LF3,RF3",J,J,,23.5,0.25,11SE,C11,,,,,41876,
3974,DP5,9,Dipteryx panamensis,5,F,3,F3,17,25-Aug-14,41876,Aug,8,CRAMEG,recap,"LF24,RF2",F,F,,18.5,,16NE,C16,BROWN/GREY,,,,41876,
3975,DP5,9,Dipteryx panamensis,5,F,3,F3,17,25-Aug-14,41876,Aug,8,CRABRA,new,"LF2,RF1,LH4,RH4",F,F,JF,19.5,0.5,20SW,C20,U1,,,,41876,0
