Number,Tree,TreeNo,TreeSpecies,PlotNo,Sesh,Occ,SeshOcc,Occ2,Date,Date2,SeshMonth,SeshMonth2,SpeciesCode,Status,Mark,Sex,AgeSex,AgeSex2,SVL,Mass,Location,Cell,Color,Notes,Perch,TL,Date2,Capture_Int1
3976,DP5,9,Dipteryx panamensis,5,F,3,F3,17,25-Aug-14,41876,Aug,8,CRAMEG,recap,RF34,M,M,,18,0.55,17NE,C17,DARK BROWN,,,,41876,
3977,DP5,9,Dipteryx panamensis,5,F,3,F3,17,25-Aug-14,41876,Aug,8,CRABRA,recap,"LF13,LH4,RH4",F,F,JF,,,12NE,C12,U4,,,,41876,1
3978,DP5,9,Dipteryx panamensis,5,F,3,F3,17,25-Aug-14,41876,Aug,8,CRABRA,recap,"LF3,RF24,LH4",M,M,M,20.5,0.9,12NE,C12,L,,,,41876,95
3979,DP5,9,Dipteryx panamensis,5,F,3,F3,17,25-Aug-14,41876,Aug,8,CRAFIT,,,J,J,,,,7NE,C7,,esc,,,41876,
3980,DP5,9,Dipteryx panamensis,5,F,3,F3,17,25-Aug-14,41876,Aug,8,PRICER,recap,RF3,J,J,,,,7NE,C7,,,,,41876,
3981,DP5,9,Dipteryx panamensis,5,F,3,F3,17,25-Aug-14,41876,Aug,8,AMEFES,,,AD,AD,,,,11SE,C11,,esc,,,41876,
3982,DP5,9,Dipteryx panamensis,5,F,3,F3,17,25-Aug-14,41876,Aug,8,CRABRA,new,"LF2,RF3,LH4,RH4",M,M,M,21.5,0.9,7SE,C7,M1,,,,41876,0
3983,DP5,9,Dipteryx panamensis,5,F,3,F3,17,25-Aug-14,41876,Aug,8,NORHUM,,,J,J,,,,8SE,C8,,esc,,,41876,
3984,DP5,9,Dipteryx panamensis,5,F,3,F3,17,25-Aug-14,41876,Aug,8,CRAFIT,,,J,J,,,,8NE,C8,,esc,,,41876,
3985,DP5,9,Dipteryx panamensis,5,F,3,F3,17,25-Aug-14,41876,Aug,8,CRAFIT,,,J,J,,,,13NW,C13,,esc,,,41876,
3986,DP5,9,Dipteryx panamensis,5,F,3,F3,17,25-Aug-14,41876,Aug,8,CRABRA,new,"LF2,RF2,LH4,RH4",M,M,M,18.5,,18NW,C18,M1,,,,41876,0
3987,CE1,1,Castilla elastica,1,F,3,F3,17,25-Aug-14,41876,Aug,8,CRABRA,recap,"LF12,RF3,RH5",F,F,F,23,1.05,17NE,C17,M1,,,,41876,3
3988,CE1,1,Castilla elastica,1,F,3,F3,17,25-Aug-14,41876,Aug,8,CRABRA,recap,"LF1,LH5-F",F,F,JF,19,0.6,19NE,C19,M1,,,,41876,76
3989,CE1,1,Castilla elastica,1,F,3,F3,17,25-Aug-14,41876,Aug,8,ctenid,,,F,F,,2,,19SE,C19,,,,,41876,
3990,CE1,1,Castilla elastica,1,F,3,F3,17,25-Aug-14,41876,Aug,8,CRABRA,recap,"RF24,LH5",M,M,M,18.5,0.5,15NW,C15,M1,,,,41876,77
3991,CE1,1,Castilla elastica,1,F,3,F3,17,25-Aug-14,41876,Aug,8,CRABRA,new,"LF4,RF3,LH4,RH4",JM,JM,J,13,,15NW,C15,M1,,,,41876,0
3992,CE1,1,Castilla elastica,1,F,3,F3,17,25-Aug-14,41876,Aug,8,OOPPUM,recap,"LF34,RF3",M,M,M,21,0.75,15SW,C15,,,,,41876,92
3993,CE1,1,Castilla elastica,1,F,3,F3,17,25-Aug-14,41876,Aug,8,ctenid,,,F,F,,1,,16NE,C16,,,,,41876,
3994,CE1,1,Castilla elastica,1,F,3,F3,17,25-Aug-14,41876,Aug,8,CRABRA,recap,"LF3,LH4,RH4",M,M,JM,,,16SE,C16,,,,,41876,3
3995,CE1,1,Castilla elastica,1,F,3,F3,17,25-Aug-14,41876,Aug,8,CRABRA,new,"LF12,LH4,RH4",F,F,JF,19,0.6,17NW,C17,M1D2,,,,41876,0
3996,CE1,1,Castilla elastica,1,F,3,F3,17,25-Aug-14,41876,Aug,8,ctenid,,,M,M,,2,,17SE,C17,,,,,41876,
3997,CE1,1,Castilla elastica,1,F,3,F3,17,25-Aug-14,41876,Aug,8,CRABRA,new,"LF13,LH4,RH4",F,F,F,21.5,0.8,18NW,C18,L,,,,41876,0
3998,CE1,1,Castilla elastica,1,F,3,F3,17,25-Aug-14,41876,Aug,8,NORHUM,recap,RF3,F,F,,35,1.4,18NE,C18,BROWN THROAT,TWO OVA,,,41876,
3999,CE1,1,Castilla elastica,1,F,3,F3,17,25-Aug-14,41876,Aug,8,CRABRA,new,"LF2,RF4,LH4,RH4",M,M,M,20,0.65,18NE,C18,M1,,,,41876,0
4000,CE1,1,Castilla elastica,1,F,3,F3,17,25-Aug-14,41876,Aug,8,CRABRA,new,"LF4,RF2,LH4,RH4",F,F,F,24.5,1.25,18SE,C18,M1,,,,41876,0
4001,CE1,1,Castilla elastica,1,F,3,F3,17,25-Aug-14,41876,Aug,8,CRABRA,,,AD,AD,,,,18SE,C18,M1,esc,,,41876,
4002,CE1,1,Castilla elastica,1,F,3,F3,17,25-Aug-14,41876,Aug,8,CRABRA,,,AD,AD,,,,8NW,C8,M2,esc,,,41876,
4003,CE1,1,Castilla elastica,1,F,3,F3,17,25-Aug-14,41876,Aug,8,RHAHAE,new,"LF2,RF2",AD,AD,,48,,12SW,C12,,,,,41876,
4004,CE1,1,Castilla elastica,1,F,3,F3,17,25-Aug-14,41876,Aug,8,NORHUM,recap,LF2,F,F,,37.5,1.6,11SE,C11,BROWN THROAT,"1 OVA, LF45 STUBBED?",,,41876,
4005,CE1,1,Castilla elastica,1,F,3,F3,17,25-Aug-14,41876,Aug,8,DENEBR,,,J,J,,,,11NW,C11,,,,,41876,
4006,CE1,1,Castilla elastica,1,F,3,F3,17,25-Aug-14,41876,Aug,8,OOPPUM,recap,"LF2,RF13,RH4",M,M,M,20,0.68,11NE,C11,,,,,41876,3
4007,CE1,1,Castilla elastica,1,F,3,F3,17,25-Aug-14,41876,Aug,8,CRABRA,recap,"RF4,LH4,RH4",M,M,JM,,,10SE,C10,U1,,,,41876,2
4008,CE1,1,Castilla elastica,1,F,3,F3,17,25-Aug-14,41876,Aug,8,CRABRA,,,J,J,J,,,10SE,C10,M1,esc,,,41876,
4009,CE1,1,Castilla elastica,1,F,3,F3,17,25-Aug-14,41876,Aug,8,CRABRA,,,AD,AD,,,,4SW,C4,M2,esc,,,41876,
4010,CE1,1,Castilla elastica,1,F,3,F3,17,25-Aug-14,41876,Aug,8,OOPPUM,new,"LF2,RF34,RH4",F,F,F,22,,4SE,C4,,,,,41876,0
4011,CE1,1,Castilla elastica,1,F,3,F3,17,25-Aug-14,41876,Aug,8,OOPPUM,recap,RF4,F,F,F,22,0.75,4SE,C4,,,,,41876,172
4012,CE1,1,Castilla elastica,1,F,3,F3,17,25-Aug-14,41876,Aug,8,CRABRA,recap,RF3,F,F,F,24.5,1.4,7SW,C7,U1,,,,41876,200
4013,CE1,1,Castilla elastica,1,F,3,F3,17,25-Aug-14,41876,Aug,8,CRABRA,,,AD,AD,,,,7NE,C7,U1,esc,,,41876,
4014,CE1,1,Castilla elastica,1,F,3,F3,17,25-Aug-14,41876,Aug,8,ctenid,,,F,F,,2,,3NE,C3,,,,,41876,
4015,CE1,1,Castilla elastica,1,F,3,F3,17,25-Aug-14,41876,Aug,8,CRABRA,new,"RF13,LH4,RH4",F,F,JF,17.5,,2NW,C2,U1,,,,41876,0
4016,CE4,4,Castilla elastica,4,F,1,F1,15,26-Aug-14,41877,Aug,8,CRABRA,new,"LF14,LH4,RH4",F,F,JF,16.5,0.4,3NE,C3,M1,,,,41877,0
4017,CE4,4,Castilla elastica,4,F,1,F1,15,26-Aug-14,41877,Aug,8,RHAHAE,new,"LF1,RF4",,,,40,3.8,3SW,C3,,,,,41877,
4018,CE4,4,Castilla elastica,4,F,1,F1,15,26-Aug-14,41877,Aug,8,CRABRA,new,"LF3,RF1,LH4,RH4",F,F,JF,19,0.6,1SE,C1,M2,,,,41877,0
4019,CE4,4,Castilla elastica,4,F,1,F1,15,26-Aug-14,41877,Aug,8,CRAMEG,new,"LF24,RF3",M,M,,21,0.8,1NE,C1,BLACK,,,,41877,
4020,CE4,4,Castilla elastica,4,F,1,F1,15,26-Aug-14,41877,Aug,8,CORCRI,new,LF5,F,F,,93,,1SW,C1,TAN,,,,41877,
4021,CE4,4,Castilla elastica,4,F,1,F1,15,26-Aug-14,41877,Aug,8,CRABRA,new,"LF3,RF2,LH4,RH4",M,M,M,19.5,0.8,5SW,C5,M1,,,,41877,0
4022,CE4,4,Castilla elastica,4,F,1,F1,15,26-Aug-14,41877,Aug,8,NORLIM,new,"LF3,RF2",M,M,,38,0.95,6NW,C6,,,,,41877,
4023,CE4,4,Castilla elastica,4,F,1,F1,15,26-Aug-14,41877,Aug,8,CRABRA,recap,"LF34,RF2",M,M,M,21,0.78,6NW,C6,M3,,,,41877,106
4024,CE4,4,Castilla elastica,4,F,1,F1,15,26-Aug-14,41877,Aug,8,CRABRA,new,"RF12,LH4,RH4",F,F,JF,15,0.35,6SE,C6,M1,,,,41877,0
4025,CE4,4,Castilla elastica,4,F,1,F1,15,26-Aug-14,41877,Aug,8,RHAHAE,new,RF2,,,,45,,8NW,C8,ORANGE,,,,41877,
4026,CE4,4,Castilla elastica,4,F,1,F1,15,26-Aug-14,41877,Aug,8,NORHUM,new,"LF3,RF23",JM,JM,,23,0.3,8SE,C8,,,,,41877,
4027,CE4,4,Castilla elastica,4,F,1,F1,15,26-Aug-14,41877,Aug,8,CRAMEG,new,"LF14,RF3",JM,JM,,16,,13NW,C13,BLACK,,,,41877,
4028,CE4,4,Castilla elastica,4,F,1,F1,15,26-Aug-14,41877,Aug,8,NORLIM,new,"LF3,RF4",F,F,,28,0.5,12SE,C12,,,,,41877,
4029,CE4,4,Castilla elastica,4,F,1,F1,15,26-Aug-14,41877,Aug,8,CRABRA,recap,"LF1,RF12,RH5",F,F,F,25.5,1.3,9SE,C9,M1,,,,41877,33
4030,CE4,4,Castilla elastica,4,F,1,F1,15,26-Aug-14,41877,Aug,8,CRABRA,recap,"RF1,RH5",F,F,F,23,1.15,14NW,C14,U2,,,,41877,34
4031,CE4,4,Castilla elastica,4,F,1,F1,15,26-Aug-14,41877,Aug,8,CRABRA,new,"RF13,LH4,RH4",F,F,JF,19.5,0.65,15NE,C15,U3,,,,41877,0
4032,CE4,4,Castilla elastica,4,F,1,F1,15,26-Aug-14,41877,Aug,8,NORHUM,new,"LF3,RF15",JM,JM,,24,0.4,16NW,C16,,,,,41877,
4033,CE4,4,Castilla elastica,4,F,1,F1,15,26-Aug-14,41877,Aug,8,CRABRA,new,"RF14,LH4,RH4",F,F,F,24,1.1,11NE,C11,M1,,,,41877,0
4034,CE4,4,Castilla elastica,4,F,1,F1,15,26-Aug-14,41877,Aug,8,CRABRA,,,J,J,J,,,11NW,C11,M1,esc,,,41877,
4035,CE4,4,Castilla elastica,4,F,1,F1,15,26-Aug-14,41877,Aug,8,CRABRA,new,"RF23,LH4,RH4",M,M,M,20,0.7,16NE,C16,M1,,,,41877,0
4036,CE4,4,Castilla elastica,4,F,1,F1,15,26-Aug-14,41877,Aug,8,CRABRA,,,J,J,J,,,19NW,C19,U3,esc,,,41877,
4037,DP1,5,Dipteryx panamensis,1,F,1,F1,15,26-Aug-14,41877,Aug,8,CRABRA,recap,"RF13,RH5",F,F,JF,18,0.5,1NE,C1,M1D2,,,,41877,33
4038,DP1,5,Dipteryx panamensis,1,F,1,F1,15,26-Aug-14,41877,Aug,8,CRABRA,,,J,J,J,,,2NW,C2,M1D2,esc,,,41877,
4039,DP1,5,Dipteryx panamensis,1,F,1,F1,15,26-Aug-14,41877,Aug,8,CRABRA,new,"LF23,RF4,LH4,RH4-A",F,F,F,20.5,0.85,8SW,C8,M1,,,,41877,0
4040,DP1,5,Dipteryx panamensis,1,F,1,F1,15,26-Aug-14,41877,Aug,8,CRABRA,,,J,J,J,,,8SW,C8,,esc,,,41877,
4041,DP1,5,Dipteryx panamensis,1,F,1,F1,15,26-Aug-14,41877,Aug,8,CRAMIM,,,AD,AD,,,,8SW,C8,,esc,,,41877,
4042,DP1,5,Dipteryx panamensis,1,F,1,F1,15,26-Aug-14,41877,Aug,8,CRABRA,new,"RF34,LH4,RH4",F,F,JF,13.5,,7SE,C7,M1,,,,41877,0
4043,DP1,5,Dipteryx panamensis,1,F,1,F1,15,26-Aug-14,41877,Aug,8,NORHUM,new,"LF3,RF25",M,M,,31,0.9,6SE,C6,,,,,41877,
4044,DP1,5,Dipteryx panamensis,1,F,1,F1,15,26-Aug-14,41877,Aug,8,OOPPUM,recap,RF13,F,F,F,21.5,0.8,6NW,C6,,,,,41877,35
4045,DP1,5,Dipteryx panamensis,1,F,1,F1,15,26-Aug-14,41877,Aug,8,OOPPUM,recap,"RF34,LH4",J,J,J,18,0.5,5SW,C5,,,,,41877,
4046,DP1,5,Dipteryx panamensis,1,F,1,F1,15,26-Aug-14,41877,Aug,8,CRABRA,new,"RF24,LH4,RH4",M,M,M,20,0.8,5NW,C5,M1,,,,41877,0
4047,DP1,5,Dipteryx panamensis,1,F,1,F1,15,26-Aug-14,41877,Aug,8,CRABRA,,,J,J,J,,,5NW,C5,,esc,,,41877,
4048,DP1,5,Dipteryx panamensis,1,F,1,F1,15,26-Aug-14,41877,Aug,8,CRABRA,,,AD,AD,,,,4SE,C4,,esc,,,41877,
4049,DP1,5,Dipteryx panamensis,1,F,1,F1,15,26-Aug-14,41877,Aug,8,LEPFLA,,,F,F,,,,9SE,C9,,esc,,,41877,
4050,DP1,5,Dipteryx panamensis,1,F,1,F1,15,26-Aug-14,41877,Aug,8,CRABRA,new,"RF23,LH4,RH4",M,M,M,19.5,0.7,4NW,C4,U1,,,,41877,0
4051,DP1,5,Dipteryx panamensis,1,F,1,F1,15,26-Aug-14,41877,Aug,8,NORHUM,new,"LF3,RF24",F,F,,37,1.25,4SW,C4,BROWN THROAT,NO OVA,,,41877,
4052,DP1,5,Dipteryx panamensis,1,F,1,F1,15,26-Aug-14,41877,Aug,8,CRABRA,,,J,J,J,,,9NE,C9,M1`,esc,,,41877,
4053,DP1,5,Dipteryx panamensis,1,F,1,F1,15,26-Aug-14,41877,Aug,8,OOPPUM,recap,"LF4,RF3,RH4",J,J,J,17.5,0.45,9SE,C9,,,,,41877,
4054,DP1,5,Dipteryx panamensis,1,F,1,F1,15,26-Aug-14,41877,Aug,8,OOPPUM,new,"LF3,RF14,RH4",M,M,M,21,0.7,9SE,C9,,,,,41877,0
4055,DP1,5,Dipteryx panamensis,1,F,1,F1,15,26-Aug-14,41877,Aug,8,CRABRA,new,"LF23,RF4,LH4,RH4-B",F,F,JF,17,0.5,12SW,C12,M1,,,,41877,0
4056,DP1,5,Dipteryx panamensis,1,F,1,F1,15,26-Aug-14,41877,Aug,8,CRABRA,,,J,J,J,,,13SW,C13,U3,esc,,,41877,
4057,DP1,5,Dipteryx panamensis,1,F,1,F1,15,26-Aug-14,41877,Aug,8,CRABRA,,,J,J,J,,,13SW,C13,M1,esc,,,41877,
4058,DP1,5,Dipteryx panamensis,1,F,1,F1,15,26-Aug-14,41877,Aug,8,OOPPUM,recap,"LF3,RF12",F,F,F,21,0.75,18SW,C18,,,,,41877,99
4059,DP1,5,Dipteryx panamensis,1,F,1,F1,15,26-Aug-14,41877,Aug,8,CRAFIT,,,J,J,,,,21SE,C21,,esc,,,41877,
4060,DP1,5,Dipteryx panamensis,1,F,1,F1,15,26-Aug-14,41877,Aug,8,CRABRA,new,"LF24,LH4,RH4",F,F,F,24,1.1,19NW,C19,M3,GRAVID,,,41877,0
4061,DP1,5,Dipteryx panamensis,1,F,2,F2,16,27-Aug-14,41878,Aug,8,CRABRA,new,"LF1,RF12,LH5,RH5",F,F,F,20,0.65,21NE,C21,U1,,,,41878,0
4062,DP1,5,Dipteryx panamensis,1,F,2,F2,16,27-Aug-14,41878,Aug,8,NORLIM,new,"LF5,RF5",J,J,,25,0.3,21SE,C21,DEAD,,,,41878,
4063,DP1,5,Dipteryx panamensis,1,F,2,F2,16,27-Aug-14,41878,Aug,8,OOPPUM,recap,"LF3,RF4",F,F,F,21,0.75,21NE,C21,,,,,41878,
4064,DP1,5,Dipteryx panamensis,1,F,2,F2,16,27-Aug-14,41878,Aug,8,PRICER,,,J,J,,,,18SW,C18,,esc,,,41878,
4065,DP1,5,Dipteryx panamensis,1,F,2,F2,16,27-Aug-14,41878,Aug,8,ctenid,,,F,F,,2,,16SE,C16,,,,,41878,
4066,DP1,5,Dipteryx panamensis,1,F,2,F2,16,27-Aug-14,41878,Aug,8,PRIRID,,,J,J,,,,11SW,C11,,esc,,,41878,
4067,DP1,5,Dipteryx panamensis,1,F,2,F2,16,27-Aug-14,41878,Aug,8,CRABRA,new,"LF1,RF13,LH4,RH4",F,F,F,26,1.35,11SW,C11,M1,GRAVID,,,41878,0
4068,DP1,5,Dipteryx panamensis,1,F,2,F2,16,27-Aug-14,41878,Aug,8,CRABRA,,,J,J,J,,,12NW,C12,M1,esc,,,41878,
4069,DP1,5,Dipteryx panamensis,1,F,2,F2,16,27-Aug-14,41878,Aug,8,CRABRA,new,"LF2,RF23,LH4,RH4",M,M,M,20,0.75,12NE,C12,U1,,,,41878,0
4070,DP1,5,Dipteryx panamensis,1,F,2,F2,16,27-Aug-14,41878,Aug,8,CRABRA,new,"LF1,RF14,LH4,RH4",F,F,JF,16,0.4,8NE,C8,U3,,,,41878,0
4071,DP1,5,Dipteryx panamensis,1,F,2,F2,16,27-Aug-14,41878,Aug,8,CRABRA,recap,"LF23,RF4,LH4,RH4-A",F,F,F,20.5,,7NE,C7,M1,,,,41878,1
4072,DP1,5,Dipteryx panamensis,1,F,2,F2,16,27-Aug-14,41878,Aug,8,DIADIA,new,LF12,,,,17,0.4,5SW,C5,,,,,41878,
4073,DP1,5,Dipteryx panamensis,1,F,2,F2,16,27-Aug-14,41878,Aug,8,CRABRA,new,"LF1,RF23,LH4,RH4",F,F,F,20,0.75,1SW,C1,UM,STREAKED,,,41878,0
4074,DP1,5,Dipteryx panamensis,1,F,2,F2,16,27-Aug-14,41878,Aug,8,CRABRA,new,"LF1,RF34,LH4,RH4",F,F,JF,15.5,,1SE,C1,M1,,,,41878,0
4075,DP1,5,Dipteryx panamensis,1,F,2,F2,16,27-Aug-14,41878,Aug,8,OOPPUM,recap,RF13,F,F,F,21.5,0.8,2NW,C2,,,,,41878,36
4076,CE4,4,Castilla elastica,4,F,2,F2,16,27-Aug-14,41878,Aug,8,CRAMEG,recap,"LF4,RF23",M,M,,20,0.75,21SE,C21,WHITE,,,,41878,
4077,CE4,4,Castilla elastica,4,F,2,F2,16,27-Aug-14,41878,Aug,8,NORLIM,new,RF34,J,J,,18,,19SE,C19,,,,,41878,
4078,CE4,4,Castilla elastica,4,F,2,F2,16,27-Aug-14,41878,Aug,8,CRABRA,recap,"RF1,RH5",F,F,F,23,1.15,14SW,C14,M1,,,,41878,35
4079,CE4,4,Castilla elastica,4,F,2,F2,16,27-Aug-14,41878,Aug,8,CRABRA,recap,"RF14,LH4,RH4",F,F,F,,,16SE,C16,,,,,41878,1
4080,CE4,4,Castilla elastica,4,F,2,F2,16,27-Aug-14,41878,Aug,8,RHAHAE,recap,RF2,,,,,,13SW,C13,ORANGE,,,,41878,
4081,CE4,4,Castilla elastica,4,F,2,F2,16,27-Aug-14,41878,Aug,8,OOPPUM,recap,RF12,F,F,F,21.5,0.85,12SE,C12,,,,,41878,108
4082,CE4,4,Castilla elastica,4,F,2,F2,16,27-Aug-14,41878,Aug,8,NORHUM,recap,RF1,F,F,,36,1.55,13SW,C13,,,,,41878,
4083,CE4,4,Castilla elastica,4,F,2,F2,16,27-Aug-14,41878,Aug,8,DENEBR,,,J,J,,,,11SW,C11,,,,,41878,
4084,CE4,4,Castilla elastica,4,F,2,F2,16,27-Aug-14,41878,Aug,8,CRABRA,recap,"LF12,RF3,RH4",F,F,JF,19,0.55,10NE,C10,M4,,,,41878,36
4085,CE4,4,Castilla elastica,4,F,2,F2,16,27-Aug-14,41878,Aug,8,CRABRA,recap,"RF3,RH4",F,F,JF,16,0.4,9SW,C9,U1,,,,41878,36
4086,CE4,4,Castilla elastica,4,F,2,F2,16,27-Aug-14,41878,Aug,8,NORHUM,,,AD,AD,,,,9SW,C9,,esc,,,41878,
4087,CE4,4,Castilla elastica,4,F,2,F2,16,27-Aug-14,41878,Aug,8,CRAMEG,,,AD,AD,,,,4NE,C4,GREY,esc,,,41878,
4088,CE4,4,Castilla elastica,4,F,2,F2,16,27-Aug-14,41878,Aug,8,CRAMEG,new,"LF23,RF1",M,M,,20,0.65,8NW,C8,GREY,,,,41878,
4089,CE4,4,Castilla elastica,4,F,2,F2,16,27-Aug-14,41878,Aug,8,GASPIC,new,RF4,,,,40,7,8SW,C8,,,,,41878,
4090,CE4,4,Castilla elastica,4,F,2,F2,16,27-Aug-14,41878,Aug,8,RHAHAE,,,AD,AD,,,,8SW,C8,,esc,,,41878,
4091,CE4,4,Castilla elastica,4,F,2,F2,16,27-Aug-14,41878,Aug,8,CRABRA,,,AD,AD,,,,3SE,C3,U/M STREAKED,esc,,,41878,
4092,CE4,4,Castilla elastica,4,F,2,F2,16,27-Aug-14,41878,Aug,8,CRAMEG,new,"LF14,RF2",M,M,,20,,2SE,C2,BROWN,,,,41878,
4093,CE4,4,Castilla elastica,4,F,2,F2,16,27-Aug-14,41878,Aug,8,CRAMEG,recap,"LF24,RF3",M,M,,21,,2NW,C2,BLACK,,,,41878,
4094,CE4,4,Castilla elastica,4,F,2,F2,16,27-Aug-14,41878,Aug,8,RHAHAE,recap,RF4,AD,AD,,42,,1SW,C1,,,,,41878,
4095,DP3,7,Dipteryx panamensis,3,F,1,F1,15,27-Aug-14,41878,Aug,8,ctenid,,,M,M,,3,,20SW,C20,,,,,41878,
4096,DP3,7,Dipteryx panamensis,3,F,1,F1,15,27-Aug-14,41878,Aug,8,CRABRA,recap,"LF2,RF13,RH4",F,F,F,20,0.7,21NE,C21,L,,,,41878,40
4097,DP3,7,Dipteryx panamensis,3,F,1,F1,15,27-Aug-14,41878,Aug,8,CRABRA,new,"LF2,RF24,LH4,RH4",M,M,M,20.5,0.7,18SW,C18,M1,,,,41878,0
4098,DP3,7,Dipteryx panamensis,3,F,1,F1,15,27-Aug-14,41878,Aug,8,CRABRA,,,AD,AD,,,,10NW,C10,M1,esc,,,41878,
4099,DP3,7,Dipteryx panamensis,3,F,1,F1,15,27-Aug-14,41878,Aug,8,CRABRA,new,"LF2,RF12,LH4,RH4",F,F,F,20,0.65,15NW,C15,M4,,,,41878,0
4100,DP3,7,Dipteryx panamensis,3,F,1,F1,15,27-Aug-14,41878,Aug,8,CRABRA,,,J,J,J,,,14SW,C14,,esc,,,41878,
4101,DP3,7,Dipteryx panamensis,3,F,1,F1,15,27-Aug-14,41878,Aug,8,CRABRA,recap,"LF24,RF1,LH4",F,F,F,23,1,9NE,C9,M1,STREAKED,,,41878,84
4102,DP3,7,Dipteryx panamensis,3,F,1,F1,15,27-Aug-14,41878,Aug,8,CRABRA,recap,"LF1,RF2,RH4",F,F,F,24.5,1.25,10NW,C10,M1,GRAVID,,,41878,41
4103,DP3,7,Dipteryx panamensis,3,F,1,F1,15,27-Aug-14,41878,Aug,8,UNKLIZ,,,J,J,,,,10SW,C10,,esc,,,41878,
4104,DP3,7,Dipteryx panamensis,3,F,1,F1,15,27-Aug-14,41878,Aug,8,OOPPUM,recap,"LF34,RF1",F,F,F,22,0.75,10NE,C10,,,,,41878,97
4105,DP3,7,Dipteryx panamensis,3,F,1,F1,15,27-Aug-14,41878,Aug,8,ctenid,,,M,M,,2,,10SE,C10,,,,,41878,
4106,DP3,7,Dipteryx panamensis,3,F,1,F1,15,27-Aug-14,41878,Aug,8,CRABRA,recap,"LF14,RF12,LH4",F,F,F,20.5,0.75,11SW,C11,U1,,,,41878,82
4107,DP3,7,Dipteryx panamensis,3,F,1,F1,15,27-Aug-14,41878,Aug,8,CRABRA,,,AD,AD,,,,8SE,C8,M1D2,esc,,,41878,
4108,DP3,7,Dipteryx panamensis,3,F,1,F1,15,27-Aug-14,41878,Aug,8,DENAUR,,,J,J,,,,7NE,C7,,esc,,,41878,
4109,DP3,7,Dipteryx panamensis,3,F,1,F1,15,27-Aug-14,41878,Aug,8,CRABRA,new,"LF1,RF34,LH4,RH4",F,F,JF,19,,7SW,C7,U4,,,,41878,0
4110,DP3,7,Dipteryx panamensis,3,F,1,F1,15,27-Aug-14,41878,Aug,8,CRABRA,,,J,J,J,,,5SE,C5,M1,esc,,,41878,
4111,DP3,7,Dipteryx panamensis,3,F,1,F1,15,27-Aug-14,41878,Aug,8,CRABRA,new,"LF1,RF24,LH4,RH4",F,F,JF,14.5,0.35,5NW,C5,M1,,,,41878,0
4112,DP3,7,Dipteryx panamensis,3,F,1,F1,15,27-Aug-14,41878,Aug,8,CRABRA,,,F,F,,,,2SW,C2,M1,esc,,,41878,
4113,DP3,7,Dipteryx panamensis,3,F,1,F1,15,27-Aug-14,41878,Aug,8,CRABRA,new,"LF2,RF13,LH4,RH4",F,F,JF,18,,2NE,C2,M2,LICHEN,,,41878,0
4114,DP8,12,Dipteryx panamensis,8,F,1,F1,15,27-Aug-14,41878,Aug,8,CRABRA,new,"LF2,RF14,LH4,RH4",F,F,JF,16.5,0.4,1NW,C1,M1,,,,41878,0
4115,DP8,12,Dipteryx panamensis,8,F,1,F1,15,27-Aug-14,41878,Aug,8,CRABRA,recap,"RF34,RH4",M,M,JM,16,0.35,1SW,C1,M1,,,,41878,37
4116,DP8,12,Dipteryx panamensis,8,F,1,F1,15,27-Aug-14,41878,Aug,8,CRABRA,new,"RF34,LH4,RH4",M,M,JM,15,0.35,1SW,C1,STREAKED,,,,41878,0
4117,DP8,12,Dipteryx panamensis,8,F,1,F1,15,27-Aug-14,41878,Aug,8,GASPIC,,,J,J,,12.5,,1SE,C1,,,,,41878,
4118,DP8,12,Dipteryx panamensis,8,F,1,F1,15,27-Aug-14,41878,Aug,8,NORHUM,,,J,J,,,,5SE,C5,,esc,,,41878,
4119,DP8,12,Dipteryx panamensis,8,F,1,F1,15,27-Aug-14,41878,Aug,8,CRABRA,new,"RF23,LH4,RH4",M,M,M,20,0.7,2SW,C2,L,,,,41878,0
4120,DP8,12,Dipteryx panamensis,8,F,1,F1,15,27-Aug-14,41878,Aug,8,CRABRA,,,J,J,J,,,2SE,C2,U1,esc,,,41878,
4121,DP8,12,Dipteryx panamensis,8,F,1,F1,15,27-Aug-14,41878,Aug,8,NORHUM,recap,"LF1,RF15",F,F,,31.7,1.05,2NE,C2,,,,,41878,
4122,DP8,12,Dipteryx panamensis,8,F,1,F1,15,27-Aug-14,41878,Aug,8,CRABRA,recap,"LF1,RF23",F,F,F,25.5,1.45,3SW,C3,M1,,,,41878,178
4123,DP8,12,Dipteryx panamensis,8,F,1,F1,15,27-Aug-14,41878,Aug,8,GASPIC,,,J,J,,14,,8SE,C8,,,,,41878,
4124,DP8,12,Dipteryx panamensis,8,F,1,F1,15,27-Aug-14,41878,Aug,8,NORHUM,new,"LF4,RF15",F,F,,35,1.5,8NE,C8,,,,,41878,
4125,DP8,12,Dipteryx panamensis,8,F,1,F1,15,27-Aug-14,41878,Aug,8,CRABRA,,,AD,AD,,,,8SW,C8,M1,esc,,,41878,
4126,DP8,12,Dipteryx panamensis,8,F,1,F1,15,27-Aug-14,41878,Aug,8,CRABRA,new,"RF24,LH4,RH4",M,M,M,18,0.55,7NW,C7,M1,,,,41878,0
4127,DP8,12,Dipteryx panamensis,8,F,1,F1,15,27-Aug-14,41878,Aug,8,CRABRA,,,J,J,J,,,6NW,C6,M4,esc,,,41878,
